Year,SCA,CCA
2009-02-01,0.58,0.22
2009-03-01,2.00,0.38
2009-04-01,0.91,0.00
2009-05-01,0.50,0.17
2009-06-01,0.51,0.00
2009-07-01,9.78,7.75
2009-08-01,2.43,0.00
2009-09-01,0.63,0.42
2009-10-01,0.51,0.09
2009-11-01,0.54,0.01
2009-12-01,0.43,0.43
2010-01-01,0.58,0.29
2010-02-01,0.61,0.30
2010-03-01,0.47,0.00
2010-04-01,0.48,3.30
2010-05-01,9.82,6.88
2010-06-01,1.23,0.01
2010-07-01,0.51,0.01
2010-08-01,0.46,0.03
2010-09-01,0.46,0.06
2010-10-01,0.73,0.07
2010-11-01,0.41,0.00
2010-12-01,0.39,0.00
2011-01-01,0.51,2.39
2011-02-01,1.75,2.43
2011-03-01,1.11,0.19
2011-04-01,1.02,0.13
2011-05-01,0.78,0.07
2011-06-01,15.02,8.16
2011-07-01,45.84,10.60
2011-08-01,15.22,0.03
2011-09-01,6.36,0.00
2011-10-01,2.23,0.15
2011-11-01,0.67,0.00
2011-12-01,0.70,0.34
2012-01-01,1.78,1.07
2012-02-01,3.16,3.78
2012-03-01,2.08,0.08
2012-04-01,3.57,0.63
2012-05-01,1.54,0.00
2012-06-01,4.58,1.13
2012-07-01,10.08,2.93
2012-08-01,3.02,0.01
2012-09-01,0.90,0.01
2012-10-01,0.77,0.74
2012-11-01,0.47,0.04
2012-12-01,0.62,0.04
2013-01-01,1.01,8.15
2013-02-01,1.74,0.78
2013-03-01,0.47,0.00
2013-04-01,0.43,0.00
2013-05-01,11.34,3.59
2013-06-01,32.51,15.78
2013-07-01,17.91,6.17
2013-08-01,11.25,2.68
2013-09-01,11.69,0.40
2013-10-01,3.14,0.00
2013-11-01,0.62,0.00
2013-12-01,0.54,0.03
2014-01-01,1.51,0.77
2014-02-01,0.62,0.03
2014-03-01,0.52,0.00
2014-04-01,0.68,0.04
2014-05-01,6.75,4.61
2014-06-01,5.60,1.19
2014-07-01,1.46,0.06
2014-08-01,1.14,0.25
2014-09-01,2.37,0.55
2014-10-01,0.64,0.26
2014-11-01,0.57,0.09
2014-12-01,0.43,0.02
2015-01-01,0.70,0.39
2015-02-01,1.15,0.38
2015-03-01,5.50,1.04
2015-04-01,7.47,0.05
2015-05-01,7.49,1.73
2015-06-01,5.59,0.31
2015-07-01,4.42,2.29
2015-08-01,5.55,0.64
2015-09-01,2.14,0.01
2015-10-01,3.02,1.26
2015-11-01,1.70,0.01
2015-12-01,0.85,4.01
2016-01-01,0.66,0.01
2016-02-01,0.76,10.56
2016-03-01,0.57,0.00
2016-04-01,2.05,0.62
2016-05-01,1.71,1.30
2016-06-01,0.65,0.09
2016-07-01,8.49,6.51
2016-08-01,0.81,0.04
2016-09-01,0.58,0.00
2016-10-01,0.56,0.00
2016-11-01,0.46,0.10
2016-12-01,0.47,0.05
2017-01-01,1.41,0.57
2017-02-01,1.52,12.47
2017-03-01,1.62,0.02
2017-04-01,3.54,0.44
2017-05-01,11.08,11.85
2017-06-01,48.88,12.34
2017-07-01,25.69,0.02
2017-08-01,12.02,0.01
2017-09-01,5.30,0.00
2017-10-01,2.16,0.00
2017-11-01,0.89,0.00
2017-12-01,0.60,0.68
2018-01-01,0.95,2.38
2018-02-01,2.39,2.84
2018-03-01,1.27,0.03
2018-04-01,0.80,0.00
2018-05-01,0.71,0.05
2018-06-01,9.99,3.02
2018-07-01,15.79,4.62
2018-08-01,17.18,1.00
2018-09-01,4.84,0.00
2018-10-01,1.49,0.90
2018-11-01,0.63,0.00
2018-12-01,0.57,1.07
2019-01-01,0.64,3.45
2019-02-01,3.48,11.99
2019-03-01,0.98,0.00
2019-04-01,1.23,0.04
2019-05-01,1.09,0.89
2019-06-01,7.11,2.73
2019-07-01,4.76,1.64
2019-08-01,0.95,0.00
2019-09-01,6.70,1.32
2019-10-01,0.81,0.17
2019-11-01,0.62,0.74
2019-12-01,0.62,1.47
2020-01-01,1.06,2.69
2020-02-01,0.77,0.35
2020-03-01,1.32,1.02
2020-04-01,0.68,0.01
2020-05-01,0.61,0.32
2020-06-01,1.40,0.14
2020-07-01,0.62,0.00
2020-08-01,9.41,4.93
2020-09-01,17.10,0.45
2020-10-01,3.16,0.10
2020-11-01,0.68,0.00
2020-12-01,0.62,0.16
2021-01-01,0.86,2.71
2021-02-01,0.71,0.01
2021-03-01,0.92,0.01
2021-04-01,0.54,0.00
2021-05-01,10.39,5.39
2021-06-01,22.46,3.28
2021-07-01,7.13,2.68
2021-08-01,7.70,0.87
2021-09-01,0.70,0.02
2021-10-01,0.75,0.34
2021-11-01,0.53,0.00
2021-12-01,1.10,10.60
2022-01-01,1.30,0.83
2022-02-01,0.69,0.10
2022-03-01,1.05,0.08
2022-04-01,0.36,1.01
2022-05-01,0.75,0.00
2022-06-01,10.02,1.48
2022-07-01,5.40,1.93
2022-08-01,1.60,0.01
2022-09-01,0.74,0.01
2022-10-01,0.56,0.01
2022-11-01,0.54,0.01
2022-12-01,0.97,0.19
2023-01-01,0.71,0.11
2023-02-01,3.35,1.32
2023-03-01,1.37,0.45
2023-04-01,1.13,0.01
2023-05-01,0.68,0.16
2023-06-01,0.60,0.03
2023-07-01,0.57,0.01
2023-08-01,0.55,3.26
2023-09-01,0.63,0.00
2023-10-01,0.52,0.02
2023-11-01,0.53,0.07
2023-12-01,0.44,0.20
2024-01-01,0.70,0.01
2024-02-01,1.06,1.83
2024-03-01,1.15,0.31
2024-04-01,3.70,0.81
2024-05-01,2.35,1.61
2024-06-01,0.79,0.27
2024-07-01,0.65,0.40
2024-08-01,0.76,0.07
2024-09-01,0.64,0.00
2024-10-01,1.32,0.78
2024-11-01,0.59,0.00
2024-12-01,0.36,0.00
2025-01-01,0.57,0.16
2025-02-01,1.59,2.34
2025-03-01,0.95,0.82
2025-04-01,1.10,0.42
2025-05-01,0.56,0.00
