Year,SCA,CCA
2009-03-01,9.00,37.21
2009-04-01,14.06,50.76
2009-05-01,36.48,38.72
2009-06-01,37.55,47.54
2009-07-01,41.57,43.49
2009-08-01,38.56,58.56
2009-09-01,18.41,55.89
2009-10-01,10.07,40.37
2009-11-01,5.61,49.19
2009-12-01,4.89,38.42
2010-01-01,4.37,44.77
2010-02-01,5.32,44.58
2010-03-01,9.14,42.87
2010-04-01,14.32,32.26
2010-05-01,25.58,31.70
2010-06-01,39.65,50.68
2010-07-01,53.12,45.76
2010-08-01,33.68,55.67
2010-09-01,19.02,49.21
2010-10-01,8.50,51.60
2010-11-01,5.53,40.38
2010-12-01,3.89,51.63
2011-01-01,4.71,38.97
2011-02-01,5.42,40.21
2011-03-01,9.24,33.60
2011-04-01,20.88,39.81
2011-05-01,29.62,47.10
2011-06-01,40.44,33.81
2011-07-01,51.82,57.51
2011-08-01,47.55,47.31
2011-09-01,21.82,57.11
2011-10-01,10.01,49.33
2011-11-01,5.96,44.45
2011-12-01,4.56,38.82
2012-01-01,5.01,43.74
2012-02-01,5.79,35.73
2012-03-01,8.55,41.47
2012-04-01,20.39,37.14
2012-05-01,30.32,37.32
2012-06-01,46.20,49.48
2012-07-01,55.48,54.62
2012-08-01,31.40,48.61
2012-09-01,17.25,47.54
2012-10-01,9.10,48.20
2012-11-01,4.99,49.85
2012-12-01,4.35,55.56
2013-01-01,3.60,42.64
2013-02-01,5.66,37.95
2013-03-01,8.29,38.82
2013-04-01,12.51,29.46
2013-05-01,27.58,38.12
2013-06-01,41.06,41.92
2013-07-01,34.50,39.49
2013-08-01,29.68,49.59
2013-09-01,21.33,40.23
2013-10-01,9.37,44.42
2013-11-01,4.73,44.60
2013-12-01,3.81,44.70
2014-01-01,4.07,44.32
2014-02-01,5.91,41.23
2014-03-01,8.86,44.85
2014-04-01,14.10,35.91
2014-05-01,25.85,27.28
2014-06-01,37.16,32.56
2014-07-01,39.16,43.45
2014-08-01,39.45,56.15
2014-09-01,16.11,53.61
2014-10-01,9.67,52.84
2014-11-01,4.87,53.87
2014-12-01,3.87,45.07
2015-01-01,4.37,34.52
2015-02-01,4.68,47.07
2015-03-01,8.14,40.04
2015-04-01,14.28,27.91
2015-05-01,29.45,48.61
2015-06-01,49.05,56.60
2015-07-01,56.16,53.30
2015-08-01,42.03,52.81
2015-09-01,19.68,44.72
2015-10-01,10.93,40.79
2015-11-01,5.69,44.72
2015-12-01,3.71,43.31
2016-01-01,4.60,37.01
2016-02-01,4.96,44.69
2016-03-01,8.28,39.39
2016-04-01,20.35,41.81
2016-05-01,21.75,18.80
2016-06-01,26.99,40.70
2016-07-01,36.29,35.82
2016-08-01,28.01,40.84
2016-09-01,15.28,40.23
2016-10-01,8.06,35.13
2016-11-01,3.94,35.95
2016-12-01,4.02,40.41
2017-01-01,3.97,50.39
2017-02-01,5.92,43.68
2017-03-01,8.11,44.16
2017-04-01,13.44,29.15
2017-05-01,27.98,37.47
2017-06-01,44.59,42.81
2017-07-01,32.60,40.99
2017-08-01,25.99,47.33
2017-09-01,15.66,44.16
2017-10-01,8.69,46.79
2017-11-01,5.61,41.07
2017-12-01,3.76,50.90
2018-01-01,4.59,45.15
2018-02-01,4.84,42.82
2018-03-01,9.08,39.70
2018-04-01,17.56,47.29
2018-05-01,25.13,36.25
2018-06-01,38.12,36.92
2018-07-01,45.39,37.09
2018-08-01,28.00,45.02
2018-09-01,18.75,41.60
2018-10-01,10.11,37.61
2018-11-01,4.67,38.81
2018-12-01,4.04,45.07
2019-01-01,3.99,40.83
2019-02-01,5.19,41.29
2019-03-01,7.83,51.04
2019-04-01,15.42,31.08
2019-05-01,26.60,27.90
2019-06-01,42.79,54.11
2019-07-01,46.33,57.30
2019-08-01,29.84,37.54
2019-09-01,17.45,38.65
2019-10-01,11.35,47.07
2019-11-01,5.59,44.74
2019-12-01,3.77,40.52
2020-01-01,3.52,50.42
2020-02-01,5.06,31.27
2020-03-01,7.82,42.88
2020-04-01,13.44,25.28
2020-05-01,21.08,51.50
2020-06-01,46.83,35.16
2020-07-01,61.87,34.31
2020-08-01,39.86,44.99
2020-09-01,17.05,40.93
2020-10-01,8.15,49.33
2020-11-01,5.41,53.37
2020-12-01,3.28,45.94
2021-01-01,4.54,51.11
2021-02-01,4.89,45.93
2021-03-01,8.60,32.79
2021-04-01,12.19,36.96
2021-05-01,22.81,45.91
2021-06-01,38.70,46.18
2021-07-01,40.46,55.36
2021-08-01,28.55,47.83
2021-09-01,16.95,49.30
2021-10-01,9.02,36.68
2021-11-01,5.03,37.28
2021-12-01,4.85,31.39
2022-01-01,4.36,36.29
2022-02-01,5.91,38.68
2022-03-01,8.67,43.85
2022-04-01,15.88,46.52
2022-05-01,25.33,29.78
2022-06-01,34.84,29.84
2022-07-01,49.08,44.57
2022-08-01,30.52,48.44
2022-09-01,17.92,42.73
2022-10-01,9.78,53.59
2022-11-01,5.55,38.64
2022-12-01,3.79,33.03
2023-01-01,4.74,34.59
2023-02-01,5.86,45.11
2023-03-01,11.89,46.42
2023-04-01,18.05,29.78
2023-05-01,27.21,35.43
2023-06-01,35.71,42.64
2023-07-01,44.33,40.04
2023-08-01,36.18,54.15
2023-09-01,23.75,40.37
2023-10-01,10.04,43.31
2023-11-01,6.79,43.61
2023-12-01,4.79,32.60
2024-01-01,5.06,42.07
2024-02-01,5.90,40.56
2024-03-01,10.95,33.53
2024-04-01,21.27,38.32
2024-05-01,32.42,38.36
2024-06-01,59.33,54.08
2024-07-01,49.69,39.82
2024-08-01,35.71,51.93
2024-09-01,16.53,40.80
2024-10-01,8.91,41.71
2024-11-01,7.32,33.13
2024-12-01,5.75,36.55
2025-01-01,5.72,37.13
2025-02-01,6.60,35.20
2025-03-01,10.64,32.85
2025-04-01,16.62,36.30
2025-05-01,28.94,31.05
