Year,SCA,CCA
2009-10-01,20.77,27.06
2009-11-01,15.91,31.33
2009-12-01,8.67,1.12
2010-01-01,2.22,0.10
2010-02-01,0.40,0.01
2010-03-01,0.19,0.02
2010-04-01,0.24,5.79
2010-05-01,11.73,28.47
2010-06-01,18.93,41.18
2010-07-01,32.86,28.53
2010-08-01,29.88,22.50
2010-09-01,24.00,6.63
2010-10-01,15.29,25.59
2010-11-01,5.49,5.18
2010-12-01,1.64,1.58
2011-01-01,0.28,0.31
2011-02-01,0.17,0.81
2011-03-01,1.44,1.45
2011-04-01,6.53,11.65
2011-05-01,9.81,23.56
2011-06-01,25.50,41.99
2011-07-01,30.51,38.54
2011-08-01,33.29,52.84
2011-09-01,28.86,12.76
2011-10-01,20.82,13.76
2011-11-01,12.50,9.39
2011-12-01,2.53,0.06
2012-01-01,0.27,2.81
2012-02-01,0.17,1.55
2012-03-01,0.09,0.01
2012-04-01,0.99,13.81
2012-05-01,3.97,50.18
2012-06-01,16.41,54.05
2012-07-01,25.57,12.76
2012-08-01,25.38,39.06
2012-09-01,16.86,11.28
2012-10-01,13.70,31.42
2012-11-01,4.90,10.71
2012-12-01,6.16,18.59
2013-01-01,0.54,0.45
2013-02-01,0.20,1.99
2013-03-01,0.11,1.83
2013-04-01,0.17,3.88
2013-05-01,8.42,27.97
2013-06-01,24.50,23.34
2013-07-01,29.02,41.66
2013-08-01,28.64,14.81
2013-09-01,22.56,38.95
2013-10-01,18.22,15.43
2013-11-01,9.08,4.31
2013-12-01,1.51,0.02
2014-01-01,0.21,0.01
2014-02-01,0.15,0.00
2014-03-01,0.42,3.26
2014-04-01,1.68,5.15
2014-05-01,15.86,39.46
2014-06-01,32.69,41.26
2014-07-01,31.20,34.39
2014-08-01,28.11,24.80
2014-09-01,24.35,41.81
2014-10-01,18.91,5.90
2014-11-01,11.08,7.12
2014-12-01,4.20,0.43
2015-01-01,0.68,0.00
2015-02-01,0.24,0.07
2015-03-01,0.14,6.48
2015-04-01,1.02,2.40
2015-05-01,3.85,21.94
2015-06-01,22.91,25.77
2015-07-01,23.94,56.13
2015-08-01,28.18,48.27
2015-09-01,23.38,51.69
2015-10-01,21.21,25.51
2015-11-01,13.85,9.68
2015-12-01,4.69,0.11
2016-01-01,0.69,7.28
2016-02-01,0.19,0.01
2016-03-01,0.10,3.37
2016-04-01,3.11,48.38
2016-05-01,11.64,37.45
2016-06-01,12.02,28.64
2016-07-01,17.23,44.81
2016-08-01,22.70,24.84
2016-09-01,14.46,10.88
2016-10-01,10.45,23.15
2016-11-01,3.62,1.04
2016-12-01,0.41,0.47
2017-01-01,0.11,0.00
2017-02-01,0.12,2.35
2017-03-01,0.24,2.46
2017-04-01,2.81,4.94
2017-05-01,12.21,32.34
2017-06-01,25.64,49.86
2017-07-01,28.42,19.26
2017-08-01,28.31,36.47
2017-09-01,24.72,15.42
2017-10-01,20.91,19.94
2017-11-01,12.73,13.00
2017-12-01,2.81,1.34
2018-01-01,0.36,4.18
2018-02-01,0.12,0.01
2018-03-01,1.97,0.92
2018-04-01,3.68,17.98
2018-05-01,4.52,32.99
2018-06-01,27.45,37.33
2018-07-01,25.68,30.63
2018-08-01,25.24,31.74
2018-09-01,20.90,35.04
2018-10-01,20.20,21.37
2018-11-01,11.54,8.48
2018-12-01,3.34,0.54
2019-01-01,0.44,5.14
2019-02-01,0.15,0.00
2019-03-01,0.09,0.09
2019-04-01,0.14,6.37
2019-05-01,15.60,42.22
2019-06-01,29.43,54.69
2019-07-01,28.02,22.27
2019-08-01,22.93,35.59
2019-09-01,19.49,16.91
2019-10-01,12.80,18.21
2019-11-01,3.86,4.48
2019-12-01,0.43,0.03
2020-01-01,0.11,0.01
2020-02-01,0.12,0.00
2020-03-01,0.04,0.17
2020-04-01,1.24,6.23
2020-05-01,4.84,9.80
2020-06-01,20.41,50.83
2020-07-01,32.22,55.14
2020-08-01,28.32,20.22
2020-09-01,25.10,6.87
2020-10-01,20.02,1.91
2020-11-01,10.26,0.07
2020-12-01,1.92,0.01
2021-01-01,0.37,8.69
2021-02-01,0.44,1.22
2021-03-01,0.12,0.31
2021-04-01,0.23,12.86
2021-05-01,12.92,40.24
2021-06-01,15.71,46.47
2021-07-01,19.34,23.43
2021-08-01,16.68,34.36
2021-09-01,23.15,12.14
2021-10-01,13.04,4.64
2021-11-01,2.07,4.33
2021-12-01,0.24,1.29
2022-01-01,0.07,1.29
2022-02-01,0.12,0.43
2022-03-01,0.11,0.01
2022-04-01,1.17,28.40
2022-05-01,15.14,25.13
2022-06-01,23.28,45.64
2022-07-01,32.95,40.48
2022-08-01,28.92,21.94
2022-09-01,24.50,14.74
2022-10-01,16.58,8.47
2022-11-01,5.99,8.93
2022-12-01,0.71,0.01
2023-01-01,0.13,0.00
2023-02-01,0.07,0.00
2023-03-01,0.07,0.00
2023-04-01,0.58,10.76
2023-05-01,11.28,26.74
2023-06-01,16.76,45.82
2023-07-01,26.05,50.17
2023-08-01,25.14,39.24
2023-09-01,24.83,43.66
2023-10-01,20.69,19.38
2023-11-01,16.84,5.45
2023-12-01,8.40,0.16
2024-01-01,2.23,0.00
2024-02-01,0.60,1.76
2024-03-01,0.27,0.57
2024-04-01,2.07,26.18
2024-05-01,28.23,34.43
2024-06-01,33.63,63.67
2024-07-01,30.25,17.34
2024-08-01,29.75,29.08
2024-09-01,25.40,30.04
2024-10-01,18.87,13.86
2024-11-01,10.54,2.72
2024-12-01,2.54,0.07
2025-01-01,0.38,0.00
2025-02-01,0.13,0.00
2025-03-01,0.32,2.92
2025-04-01,2.29,17.57
