Year,SCA,CCA
2008-04-01,1.78,0.76
2008-05-01,4.91,6.42
2008-06-01,37.15,9.12
2008-07-01,18.68,1.20
2008-08-01,5.14,0.01
2008-09-01,3.78,0.66
2008-10-01,0.88,0.00
2008-11-01,0.68,0.00
2008-12-01,0.64,0.00
2009-01-01,1.94,0.21
2009-02-01,3.50,0.22
2009-03-01,3.13,0.01
2009-04-01,1.55,0.00
2009-05-01,2.35,1.90
2009-06-01,17.57,5.11
2009-07-01,41.76,17.30
2009-08-01,30.89,6.48
2009-09-01,4.86,2.43
2009-10-01,1.04,2.09
2009-11-01,0.74,0.00
2009-12-01,0.51,0.00
2010-01-01,1.67,0.10
2010-02-01,0.74,0.00
2010-03-01,0.80,0.02
2010-04-01,0.51,0.23
2010-05-01,50.53,11.11
2010-06-01,30.54,8.14
2010-07-01,9.54,0.22
2010-08-01,3.17,0.09
2010-09-01,0.84,0.00
2010-10-01,2.86,0.20
2010-11-01,0.72,0.01
2010-12-01,0.42,0.00
2011-01-01,0.46,0.01
2011-02-01,3.66,1.70
2011-03-01,4.26,0.35
2011-04-01,4.55,0.35
2011-05-01,6.68,5.74
2011-06-01,24.04,9.83
2011-07-01,79.30,23.42
2011-08-01,60.66,0.48
2011-09-01,12.21,0.01
2011-10-01,2.16,0.05
2011-11-01,0.87,0.00
2011-12-01,0.80,0.17
2012-01-01,2.47,1.41
2012-02-01,2.02,0.06
2012-03-01,1.39,0.00
2012-04-01,15.92,4.40
2012-05-01,12.81,4.04
2012-06-01,20.45,6.13
2012-07-01,5.54,1.44
2012-08-01,3.89,4.76
2012-09-01,1.13,0.05
2012-10-01,0.66,0.05
2012-11-01,0.49,0.00
2012-12-01,0.40,0.00
2013-01-01,2.71,0.90
2013-02-01,3.11,0.15
2013-03-01,0.72,0.00
2013-04-01,0.60,0.09
2013-05-01,26.78,11.10
2013-06-01,58.43,8.20
2013-07-01,47.55,1.67
2013-08-01,33.05,2.13
2013-09-01,18.02,0.61
2013-10-01,4.83,0.37
2013-11-01,1.11,0.00
2013-12-01,1.11,0.27
2014-01-01,1.80,0.01
2014-02-01,0.62,0.00
2014-03-01,0.82,0.03
2014-04-01,0.76,0.14
2014-05-01,19.80,8.95
2014-06-01,14.77,0.30
2014-07-01,1.56,0.02
2014-08-01,5.26,1.55
2014-09-01,1.86,2.23
2014-10-01,1.19,0.27
2014-11-01,0.61,0.00
2014-12-01,0.36,0.00
2015-01-01,0.55,0.01
2015-02-01,1.20,0.09
2015-03-01,17.76,6.77
2015-04-01,52.63,0.22
2015-05-01,36.79,12.43
2015-06-01,63.10,1.39
2015-07-01,53.52,4.47
2015-08-01,36.94,13.25
2015-09-01,15.13,2.74
2015-10-01,14.85,4.95
2015-11-01,6.18,0.66
2015-12-01,2.17,0.00
2016-01-01,0.98,0.01
2016-02-01,0.62,0.32
2016-03-01,0.61,0.01
2016-04-01,6.50,8.08
2016-05-01,21.38,29.54
2016-06-01,56.70,32.37
2016-07-01,40.14,17.39
2016-08-01,32.96,1.20
2016-09-01,15.81,0.01
2016-10-01,5.87,0.10
2016-11-01,2.47,0.02
2016-12-01,2.36,0.09
2017-01-01,3.59,0.04
2017-02-01,3.02,0.09
2017-03-01,3.25,0.00
2017-04-01,3.50,0.71
2017-05-01,34.93,16.77
2017-06-01,82.94,15.13
2017-07-01,60.06,0.03
2017-08-01,34.68,4.02
2017-09-01,9.88,0.18
2017-10-01,2.41,0.09
2017-11-01,0.99,0.00
2017-12-01,0.70,0.05
2018-01-01,1.00,0.53
2018-02-01,3.40,0.47
2018-03-01,2.05,0.01
2018-04-01,1.82,0.28
2018-05-01,2.12,0.39
2018-06-01,1.98,1.32
2018-07-01,36.82,13.33
2018-08-01,70.01,5.26
2018-09-01,24.57,0.01
2018-10-01,8.25,2.38
2018-11-01,2.38,0.00
2018-12-01,0.72,0.12
2019-01-01,0.97,0.70
2019-02-01,2.91,0.81
2019-03-01,0.95,0.00
2019-04-01,5.78,0.46
2019-05-01,4.33,15.21
2019-06-01,13.90,6.57
2019-07-01,5.65,4.67
2019-08-01,1.03,0.00
2019-09-01,3.18,2.65
2019-10-01,1.38,0.33
2019-11-01,0.65,0.02
2019-12-01,0.46,0.03
2020-01-01,2.07,0.34
2020-02-01,0.89,0.00
2020-03-01,1.17,0.01
2020-04-01,1.19,0.32
2020-05-01,0.96,3.38
2020-06-01,18.80,5.83
2020-07-01,4.73,0.13
2020-08-01,1.65,4.40
2020-09-01,1.02,0.02
2020-10-01,0.90,0.49
2020-11-01,0.45,0.00
2020-12-01,0.41,0.00
2021-01-01,1.04,0.18
2021-02-01,0.91,0.00
2021-03-01,1.50,0.12
2021-04-01,0.37,0.00
2021-05-01,6.73,3.74
2021-06-01,44.83,16.47
2021-07-01,50.29,9.31
2021-08-01,37.59,0.57
2021-09-01,13.76,0.03
2021-10-01,5.04,1.06
2021-11-01,1.49,0.00
2021-12-01,1.32,1.29
2022-01-01,4.29,0.84
2022-02-01,2.06,0.00
2022-03-01,3.76,0.11
2022-04-01,0.65,0.02
2022-05-01,1.64,1.20
2022-06-01,46.53,21.04
2022-07-01,66.77,20.84
2022-08-01,42.75,0.42
2022-09-01,21.77,0.05
2022-10-01,7.74,0.01
2022-11-01,2.65,0.06
2022-12-01,0.97,0.01
2023-01-01,2.54,0.08
2023-02-01,4.75,0.62
2023-03-01,2.65,0.02
2023-04-01,1.73,0.06
2023-05-01,3.32,0.96
2023-06-01,3.53,5.40
2023-07-01,1.74,0.14
2023-08-01,0.67,0.01
2023-09-01,0.98,1.81
2023-10-01,1.23,0.27
2023-11-01,0.93,0.20
2023-12-01,0.40,0.00
2024-01-01,0.94,0.00
2024-02-01,1.83,0.33
2024-03-01,1.66,0.11
2024-04-01,19.23,6.78
2024-05-01,25.96,13.08
2024-06-01,10.98,4.80
2024-07-01,4.81,0.14
2024-08-01,7.50,3.92
2024-09-01,2.65,0.00
2024-10-01,5.62,2.57
2024-11-01,0.67,0.00
2024-12-01,0.51,0.00
2025-01-01,2.48,0.05
2025-02-01,1.52,0.01
2025-03-01,0.59,0.00
2025-04-01,0.79,0.43
2025-05-01,3.68,1.89
