Year,SCA,CCA
2016-08-01,0.23,0.00
2016-09-01,0.28,0.07
2016-10-01,0.12,2.16
2016-11-01,0.07,0.66
2016-12-01,0.25,1.00
2017-01-01,1.46,23.48
2017-02-01,1.35,17.20
2017-03-01,1.76,10.63
2017-04-01,1.00,1.78
2017-05-01,1.19,7.35
2017-06-01,3.12,2.73
2017-07-01,0.62,0.00
2017-08-01,0.40,0.00
2017-09-01,0.35,0.21
2017-10-01,0.20,1.35
2017-11-01,0.15,0.56
2017-12-01,0.38,7.49
2018-01-01,1.43,10.72
2018-02-01,2.21,23.75
2018-03-01,1.30,3.08
2018-04-01,1.05,1.04
2018-05-01,0.73,0.00
2018-06-01,18.06,17.14
2018-07-01,11.87,15.21
2018-08-01,6.28,2.17
2018-09-01,0.70,0.05
2018-10-01,0.32,0.33
2018-11-01,0.18,0.13
2018-12-01,0.54,8.15
2019-01-01,1.44,24.73
2019-02-01,2.66,19.40
2019-03-01,1.12,0.59
2019-04-01,0.92,0.35
2019-05-01,0.64,0.54
2019-06-01,0.46,0.95
2019-07-01,2.03,0.54
2019-08-01,0.48,0.00
2019-09-01,0.60,2.11
2019-10-01,0.22,1.83
2019-11-01,0.45,1.30
2019-12-01,0.38,4.49
2020-01-01,1.43,17.42
2020-02-01,1.84,21.17
2020-03-01,1.90,5.01
2020-04-01,1.26,0.32
2020-05-01,0.90,0.61
2020-06-01,0.80,0.01
2020-07-01,0.64,0.00
2020-08-01,0.64,0.14
2020-09-01,0.44,1.82
2020-10-01,0.84,4.78
2020-11-01,0.34,0.68
2020-12-01,0.66,10.25
2021-01-01,1.29,6.76
2021-02-01,0.97,3.65
2021-03-01,2.01,3.70
2021-04-01,0.81,1.27
2021-05-01,0.79,2.48
2021-06-01,0.45,0.01
2021-07-01,0.54,0.27
2021-08-01,0.37,0.01
2021-09-01,0.28,4.71
2021-10-01,0.15,0.02
2021-11-01,0.18,1.81
2021-12-01,1.37,28.78
2022-01-01,2.77,20.86
2022-02-01,1.51,6.50
2022-03-01,1.86,2.94
2022-04-01,0.83,1.12
2022-05-01,0.88,0.13
2022-06-01,0.71,0.23
2022-07-01,0.50,0.05
2022-08-01,0.42,0.03
2022-09-01,0.33,0.00
2022-10-01,0.18,0.01
2022-11-01,0.44,0.28
2022-12-01,1.12,10.66
2023-01-01,0.68,6.43
2023-02-01,1.16,12.33
2023-03-01,1.58,2.94
2023-04-01,1.36,0.04
2023-05-01,0.61,0.79
2023-06-01,0.33,0.00
2023-07-01,0.26,0.01
2023-08-01,0.22,0.00
2023-09-01,0.17,0.00
2023-10-01,0.40,1.86
2023-11-01,0.38,2.04
2023-12-01,0.53,7.93
2024-01-01,0.89,1.74
2024-02-01,1.38,14.04
2024-03-01,1.74,4.30
2024-04-01,0.92,0.06
2024-05-01,0.73,0.63
2024-06-01,0.55,0.01
2024-07-01,0.41,0.00
2024-08-01,0.34,0.00
2024-09-01,0.27,0.18
2024-10-01,0.28,0.19
2024-11-01,0.53,2.41
2024-12-01,0.40,0.05
2025-01-01,2.49,19.55
2025-02-01,1.58,11.14
2025-03-01,1.80,21.98
2025-04-01,1.10,1.11
