Year,SCA,CCA
2009-09-01,17.05,53.86
2009-10-01,9.50,52.58
2009-11-01,5.65,55.48
2009-12-01,3.32,50.31
2010-01-01,2.69,53.73
2010-02-01,1.58,45.07
2010-03-01,1.82,43.64
2010-04-01,6.61,46.48
2010-05-01,28.40,47.44
2010-06-01,33.73,45.74
2010-07-01,42.45,43.36
2010-08-01,29.03,46.45
2010-09-01,10.63,56.95
2010-10-01,8.86,52.82
2010-11-01,4.03,47.81
2010-12-01,2.50,56.07
2011-01-01,1.33,50.54
2011-02-01,1.40,39.41
2011-03-01,7.92,56.58
2011-04-01,14.73,51.60
2011-05-01,28.49,50.76
2011-06-01,32.29,42.89
2011-07-01,36.59,44.92
2011-08-01,27.23,38.17
2011-09-01,10.55,53.82
2011-10-01,6.09,50.27
2011-11-01,5.34,54.18
2011-12-01,0.49,36.54
2012-01-01,1.77,41.02
2012-02-01,0.76,34.15
2012-03-01,2.40,52.24
2012-04-01,7.43,42.72
2012-05-01,28.51,48.07
2012-06-01,38.00,48.78
2012-07-01,34.51,53.99
2012-08-01,28.60,49.69
2012-09-01,12.81,50.71
2012-10-01,9.06,52.48
2012-11-01,2.51,51.51
2012-12-01,1.75,51.50
2013-01-01,0.17,37.05
2013-02-01,0.61,32.44
2013-03-01,1.53,28.16
2013-04-01,8.79,45.96
2013-05-01,24.76,49.21
2013-06-01,35.19,50.31
2013-07-01,37.61,37.61
2013-08-01,31.12,45.51
2013-09-01,16.83,41.97
2013-10-01,5.82,54.46
2013-11-01,3.32,44.69
2013-12-01,1.56,52.83
2014-01-01,2.21,55.33
2014-02-01,1.71,44.69
2014-03-01,5.50,48.71
2014-04-01,5.95,36.86
2014-05-01,26.55,43.23
2014-06-01,35.66,46.65
2014-07-01,40.26,45.12
2014-08-01,18.91,49.55
2014-09-01,8.81,43.60
2014-10-01,5.25,45.40
2014-11-01,4.87,52.90
2014-12-01,2.52,56.58
2015-01-01,0.44,38.74
2015-02-01,1.10,39.88
2015-03-01,2.21,48.18
2015-04-01,6.15,43.93
2015-05-01,19.76,49.28
2015-06-01,35.39,47.68
2015-07-01,34.82,48.81
2015-08-01,29.57,47.34
2015-09-01,18.56,49.35
2015-10-01,6.48,42.58
2015-11-01,2.95,49.82
2015-12-01,0.87,46.45
2016-01-01,0.41,32.26
2016-02-01,1.08,47.53
2016-03-01,2.08,43.37
2016-04-01,5.69,29.50
2016-05-01,7.08,14.25
2016-06-01,18.92,43.90
2016-07-01,21.70,36.30
2016-08-01,15.79,37.47
2016-09-01,5.20,42.83
2016-10-01,4.53,42.46
2016-11-01,1.60,49.69
2016-12-01,1.13,53.35
2017-01-01,2.82,55.57
2017-02-01,1.63,48.69
2017-03-01,0.84,33.68
2017-04-01,2.46,40.86
2017-05-01,16.14,41.72
2017-06-01,50.18,41.27
2017-07-01,36.05,49.57
2017-08-01,19.57,51.84
2017-09-01,17.28,54.44
2017-10-01,6.05,52.39
2017-11-01,1.20,39.77
2017-12-01,1.39,49.79
2018-01-01,1.41,51.98
2018-02-01,1.00,49.23
2018-03-01,5.50,48.28
2018-04-01,17.10,49.97
2018-05-01,16.57,44.33
2018-06-01,37.02,39.03
2018-07-01,40.61,36.70
2018-08-01,28.34,51.23
2018-09-01,11.30,43.59
2018-10-01,4.74,39.13
2018-11-01,2.49,48.89
2018-12-01,2.13,54.72
2019-01-01,3.42,51.29
2019-02-01,1.43,48.29
2019-03-01,1.68,47.08
2019-04-01,6.39,48.68
2019-05-01,20.33,33.40
2019-06-01,38.51,41.39
2019-07-01,34.81,47.47
2019-08-01,21.30,38.00
2019-09-01,18.39,41.60
2019-10-01,7.38,45.11
2019-11-01,3.30,49.55
2019-12-01,1.37,54.82
2020-01-01,2.44,56.88
2020-02-01,0.97,41.67
2020-03-01,1.84,48.13
2020-04-01,6.17,40.22
2020-05-01,18.36,43.78
2020-06-01,39.97,34.14
2020-07-01,41.95,35.89
2020-08-01,30.73,53.47
2020-09-01,15.20,53.94
2020-10-01,8.23,53.80
2020-11-01,1.14,53.55
2020-12-01,2.31,54.43
2021-01-01,1.18,49.80
2021-02-01,0.40,34.84
2021-03-01,1.59,37.49
2021-04-01,6.88,46.70
2021-05-01,16.75,46.14
2021-06-01,35.69,44.09
2021-07-01,34.76,52.35
2021-08-01,22.97,48.85
2021-09-01,14.80,50.35
2021-10-01,5.78,47.39
2021-11-01,1.89,49.56
2021-12-01,0.31,34.44
2022-01-01,0.57,41.10
2022-02-01,0.82,41.26
2022-03-01,4.37,52.01
2022-04-01,9.05,53.19
2022-05-01,22.42,47.18
2022-06-01,41.73,35.43
2022-07-01,49.36,42.84
2022-08-01,33.16,50.36
2022-09-01,19.38,46.79
2022-10-01,8.48,55.41
2022-11-01,2.65,46.35
2022-12-01,1.55,54.52
2023-01-01,0.46,40.51
2023-02-01,3.31,56.67
2023-03-01,13.37,50.36
2023-04-01,8.49,44.15
2023-05-01,22.93,48.16
2023-06-01,39.38,47.41
2023-07-01,51.66,32.79
2023-08-01,27.72,46.50
2023-09-01,25.13,46.22
2023-10-01,8.28,49.58
2023-11-01,6.76,51.55
2023-12-01,1.78,41.95
2024-01-01,2.76,57.28
2024-02-01,1.51,49.92
2024-03-01,8.13,55.09
2024-04-01,17.42,41.45
2024-05-01,34.60,25.10
2024-06-01,34.45,39.45
2024-07-01,42.33,51.19
2024-08-01,28.28,42.54
2024-09-01,24.82,52.55
2024-10-01,7.00,57.88
2024-11-01,3.72,51.72
2024-12-01,1.20,40.26
2025-01-01,2.58,51.22
2025-02-01,4.48,50.57
2025-03-01,4.19,46.57
2025-04-01,7.22,38.17
