Year,SCA,CCA
2014-08-01,32.14,24.32
2014-09-01,29.07,45.79
2014-10-01,23.58,10.44
2014-11-01,16.49,4.90
2014-12-01,8.84,1.17
2015-01-01,1.46,0.28
2015-02-01,0.45,0.05
2015-03-01,0.38,4.35
2015-04-01,1.21,0.41
2015-05-01,4.70,19.57
2015-06-01,27.05,27.30
2015-07-01,29.24,50.46
2015-08-01,34.22,47.62
2015-09-01,29.87,49.00
2015-10-01,28.45,38.16
2015-11-01,21.32,9.91
2015-12-01,11.80,0.10
2016-01-01,2.28,12.96
2016-02-01,0.62,0.00
2016-03-01,0.33,3.63
2016-04-01,7.01,53.58
2016-05-01,20.25,37.44
2016-06-01,23.05,23.36
2016-07-01,26.15,38.91
2016-08-01,28.54,19.55
2016-09-01,22.07,7.56
2016-10-01,17.54,23.46
2016-11-01,9.67,3.40
2016-12-01,1.73,0.52
2017-01-01,0.43,0.00
2017-02-01,0.41,1.09
2017-03-01,0.78,3.55
2017-04-01,5.36,5.73
2017-05-01,17.63,31.46
2017-06-01,28.85,42.17
2017-07-01,33.06,23.37
2017-08-01,33.62,38.55
2017-09-01,29.37,24.08
2017-10-01,25.51,17.45
2017-11-01,17.56,12.20
2017-12-01,5.95,0.42
2018-01-01,0.64,5.25
2018-02-01,0.30,0.00
2018-03-01,2.67,0.98
2018-04-01,4.38,11.74
2018-05-01,4.55,31.54
2018-06-01,33.16,30.56
2018-07-01,31.53,31.27
2018-08-01,30.32,29.61
2018-09-01,25.52,32.65
2018-10-01,25.09,22.80
2018-11-01,16.31,7.85
2018-12-01,5.62,1.11
2019-01-01,0.45,2.00
2019-02-01,0.16,0.14
2019-03-01,0.19,0.06
2019-04-01,0.35,2.81
2019-05-01,10.03,46.16
2019-06-01,34.63,56.71
2019-07-01,33.79,26.35
2019-08-01,26.60,33.12
2019-09-01,23.03,15.93
2019-10-01,16.48,18.81
2019-11-01,5.17,3.25
2019-12-01,0.41,0.08
2020-01-01,0.20,0.01
2020-02-01,0.26,0.00
2020-03-01,0.16,0.09
2020-04-01,1.84,5.19
2020-05-01,4.99,14.77
2020-06-01,26.58,52.62
2020-07-01,37.52,49.48
2020-08-01,33.08,12.63
2020-09-01,29.87,9.21
2020-10-01,24.59,3.85
2020-11-01,16.02,0.13
2020-12-01,4.68,0.01
2021-01-01,0.76,8.45
2021-02-01,1.73,2.05
2021-03-01,0.30,0.46
2021-04-01,0.40,7.01
2021-05-01,6.75,40.51
2021-06-01,23.69,48.13
2021-07-01,25.95,22.98
2021-08-01,23.30,30.44
2021-09-01,29.35,8.03
2021-10-01,20.24,2.20
2021-11-01,5.87,1.31
2021-12-01,0.56,1.49
2022-01-01,0.17,0.44
2022-02-01,0.25,0.01
2022-03-01,0.17,0.00
2022-04-01,1.81,24.01
2022-05-01,20.57,26.07
2022-06-01,28.58,38.29
2022-07-01,39.35,39.05
2022-08-01,33.97,15.45
2022-09-01,28.31,17.37
2022-10-01,20.36,8.51
2022-11-01,9.90,12.89
2022-12-01,1.12,0.00
2023-01-01,0.22,0.00
2023-02-01,0.18,0.00
2023-03-01,0.15,0.00
2023-04-01,0.65,11.78
2023-05-01,17.87,25.67
2023-06-01,21.94,46.53
2023-07-01,29.90,54.56
2023-08-01,29.78,35.90
2023-09-01,29.40,51.40
2023-10-01,26.48,27.43
2023-11-01,23.75,8.19
2023-12-01,16.96,0.08
2024-01-01,7.61,0.01
2024-02-01,1.91,0.82
2024-03-01,0.85,0.57
2024-04-01,4.11,27.28
2024-05-01,33.29,38.11
2024-06-01,40.66,66.96
2024-07-01,36.77,13.63
2024-08-01,37.00,28.38
2024-09-01,30.83,31.68
2024-10-01,24.68,18.45
2024-11-01,16.86,2.54
2024-12-01,6.64,0.05
2025-01-01,1.00,0.00
2025-02-01,0.30,0.00
2025-03-01,0.64,1.63
2025-04-01,4.77,15.78
2025-05-01,22.26,24.45
