Year,SCA,CCA
2007-11-01,21.57,56.39
2007-12-01,4.35,65.78
2008-01-01,4.32,41.48
2008-02-01,3.73,53.34
2008-03-01,4.83,38.12
2008-04-01,20.00,59.12
2008-05-01,45.14,53.90
2008-06-01,54.05,49.81
2008-07-01,55.73,49.87
2008-08-01,62.14,61.38
2008-09-01,48.94,46.74
2008-10-01,24.99,68.32
2008-11-01,16.75,63.23
2008-12-01,4.17,40.46
2009-01-01,4.04,57.39
2009-02-01,3.88,62.82
2009-03-01,9.17,58.63
2009-04-01,12.75,55.56
2009-05-01,45.61,67.06
2009-06-01,61.67,34.52
2009-07-01,61.00,32.55
2009-08-01,57.78,58.77
2009-09-01,50.56,57.20
2009-10-01,41.43,62.43
2009-11-01,35.52,67.88
2009-12-01,5.96,60.35
2010-01-01,6.73,68.35
2010-02-01,5.34,49.41
2010-03-01,6.15,52.18
2010-04-01,12.91,59.01
2010-05-01,39.83,52.52
2010-06-01,52.09,58.21
2010-07-01,69.58,44.74
2010-08-01,61.09,48.63
2010-09-01,46.75,65.74
2010-10-01,35.90,60.37
2010-11-01,21.11,56.56
2010-12-01,5.33,63.74
2011-01-01,4.30,55.42
2011-02-01,3.92,45.83
2011-03-01,6.80,64.84
2011-04-01,18.94,63.64
2011-05-01,39.05,64.10
2011-06-01,53.01,54.60
2011-07-01,64.18,52.88
2011-08-01,58.11,49.61
2011-09-01,46.33,65.93
2011-10-01,31.29,56.56
2011-11-01,20.21,57.16
2011-12-01,4.47,40.58
2012-01-01,3.65,37.32
2012-02-01,4.74,55.77
2012-03-01,5.55,54.40
2012-04-01,14.43,49.68
2012-05-01,53.84,66.50
2012-06-01,66.56,40.70
2012-07-01,69.41,54.22
2012-08-01,61.36,48.89
2012-09-01,48.66,56.78
2012-10-01,37.47,61.49
2012-11-01,20.90,56.00
2012-12-01,3.72,67.55
2013-01-01,4.56,36.55
2013-02-01,4.08,33.36
2013-03-01,5.74,34.70
2013-04-01,10.26,43.80
2013-05-01,34.86,58.96
2013-06-01,57.34,58.79
2013-07-01,56.57,39.85
2013-08-01,59.59,61.49
2013-09-01,51.71,34.33
2013-10-01,33.79,52.06
2013-11-01,22.23,55.42
2013-12-01,4.86,60.67
2014-01-01,5.29,63.60
2014-02-01,4.35,47.05
2014-03-01,6.64,53.82
2014-04-01,12.27,48.74
2014-05-01,41.84,51.60
2014-06-01,63.18,48.33
2014-07-01,60.39,42.81
2014-08-01,44.55,59.81
2014-09-01,37.68,58.45
2014-10-01,29.48,53.99
2014-11-01,26.76,68.10
2014-12-01,3.51,66.14
2015-01-01,4.43,48.07
2015-02-01,4.07,41.35
2015-03-01,8.38,53.91
2015-04-01,13.89,49.86
2015-05-01,29.70,60.61
2015-06-01,59.45,54.11
2015-07-01,60.38,57.55
2015-08-01,60.29,55.66
2015-09-01,46.68,47.19
2015-10-01,33.62,49.48
2015-11-01,21.27,53.33
2015-12-01,3.32,61.01
2016-01-01,3.99,36.21
2016-02-01,4.27,46.53
2016-03-01,5.00,36.28
2016-04-01,14.53,35.66
2016-05-01,16.13,18.94
2016-06-01,31.00,41.70
2016-07-01,42.77,52.15
2016-08-01,50.73,61.19
2016-09-01,30.95,33.99
2016-10-01,17.55,48.99
2016-11-01,6.51,62.15
2016-12-01,3.23,69.28
2017-01-01,3.75,62.38
2017-02-01,3.70,53.01
2017-03-01,5.30,37.84
2017-04-01,8.73,50.38
2017-05-01,27.05,53.80
2017-06-01,65.34,55.78
2017-07-01,61.27,60.29
2017-08-01,51.36,60.80
2017-09-01,50.02,66.71
2017-10-01,28.01,65.07
2017-11-01,17.90,50.00
2017-12-01,3.26,57.21
2018-01-01,4.00,53.79
2018-02-01,4.44,49.51
2018-03-01,12.48,61.98
2018-04-01,28.90,66.58
2018-05-01,36.19,55.66
2018-06-01,55.69,52.85
2018-07-01,67.16,39.24
2018-08-01,57.37,52.65
2018-09-01,43.99,59.00
2018-10-01,29.82,46.92
2018-11-01,17.39,53.30
2018-12-01,3.55,55.28
2019-01-01,4.31,52.48
2019-02-01,5.02,46.81
2019-03-01,5.08,41.46
2019-04-01,12.16,47.53
2019-05-01,36.94,58.20
2019-06-01,57.82,50.24
2019-07-01,59.95,54.18
2019-08-01,49.63,51.29
2019-09-01,49.22,48.89
2019-10-01,31.25,54.16
2019-11-01,10.01,59.92
2019-12-01,2.66,66.33
2020-01-01,4.11,64.70
2020-02-01,4.19,46.50
2020-03-01,5.31,51.18
2020-04-01,12.22,48.01
2020-05-01,30.56,47.63
2020-06-01,63.08,47.00
2020-07-01,68.19,53.08
2020-08-01,62.12,58.25
2020-09-01,49.26,61.30
2020-10-01,36.77,57.33
2020-11-01,15.50,58.95
2020-12-01,4.21,59.65
2021-01-01,4.40,56.49
2021-02-01,3.68,22.99
2021-03-01,4.31,41.86
2021-04-01,13.66,57.70
2021-05-01,22.63,47.03
2021-06-01,58.16,46.83
2021-07-01,56.37,65.36
2021-08-01,49.07,64.16
2021-09-01,39.65,58.85
2021-10-01,20.05,63.14
2021-11-01,10.45,52.28
2021-12-01,3.79,35.30
2022-01-01,3.95,39.16
2022-02-01,3.49,41.00
2022-03-01,8.49,58.72
2022-04-01,22.30,68.15
2022-05-01,31.03,51.04
2022-06-01,61.47,46.65
2022-07-01,70.90,56.27
2022-08-01,62.95,61.05
2022-09-01,41.63,53.65
2022-10-01,33.67,66.80
2022-11-01,6.55,49.96
2022-12-01,4.92,61.00
2023-01-01,4.42,53.81
2023-02-01,4.44,56.11
2023-03-01,7.76,55.88
2023-04-01,10.65,45.42
2023-05-01,28.79,57.31
2023-06-01,68.71,48.84
2023-07-01,72.89,36.80
2023-08-01,57.97,64.98
2023-09-01,54.19,54.80
2023-10-01,38.61,56.27
2023-11-01,29.32,62.20
2023-12-01,4.55,50.29
2024-01-01,5.41,57.96
2024-02-01,4.04,50.69
2024-03-01,11.76,67.94
2024-04-01,22.11,48.84
2024-05-01,56.50,38.44
2024-06-01,58.61,54.34
2024-07-01,68.00,53.69
2024-08-01,55.61,42.72
2024-09-01,29.63,69.30
2024-10-01,25.37,60.72
2024-11-01,7.16,67.01
2024-12-01,4.71,48.09
2025-01-01,5.80,51.54
2025-02-01,7.07,53.52
2025-03-01,8.44,47.58
2025-04-01,19.82,47.89
