Year,SCA,CCA
2015-06-01,0.27,0.74
2015-07-01,17.44,13.18
2015-08-01,29.82,33.47
2015-09-01,20.60,21.47
2015-10-01,19.64,19.29
2015-11-01,11.47,0.93
2015-12-01,1.15,0.16
2016-01-01,0.03,10.55
2016-02-01,0.02,0.00
2016-03-01,0.01,0.07
2016-04-01,3.94,30.53
2016-05-01,6.69,45.96
2016-06-01,26.49,25.87
2016-07-01,25.38,24.88
2016-08-01,21.21,0.30
2016-09-01,17.05,0.07
2016-10-01,10.14,5.25
2016-11-01,2.25,0.05
2016-12-01,0.21,0.01
2017-01-01,0.05,0.00
2017-02-01,0.13,0.00
2017-03-01,0.07,0.01
2017-04-01,0.05,8.35
2017-05-01,7.41,35.10
2017-06-01,28.75,32.42
2017-07-01,24.43,14.76
2017-08-01,22.14,8.56
2017-09-01,17.74,12.58
2017-10-01,9.41,0.16
2017-11-01,1.80,3.37
2017-12-01,0.05,0.31
2018-01-01,0.05,0.06
2018-02-01,0.05,0.00
2018-03-01,0.03,0.00
2018-04-01,0.02,0.09
2018-05-01,0.10,11.82
2018-06-01,20.88,15.83
2018-07-01,17.42,10.98
2018-08-01,12.19,1.10
2018-09-01,5.30,13.37
2018-10-01,7.74,13.13
2018-11-01,1.19,0.03
2018-12-01,0.05,0.01
2019-01-01,0.03,0.00
2019-02-01,0.04,0.00
2019-03-01,0.01,0.03
2019-04-01,0.28,1.50
2019-05-01,0.30,10.82
2019-06-01,14.99,10.75
2019-07-01,6.44,14.52
2019-08-01,1.28,0.78
2019-09-01,2.61,6.19
2019-10-01,0.01,4.85
2019-11-01,0.01,0.02
2019-12-01,0.01,0.00
2020-01-01,0.07,0.00
2020-02-01,0.01,0.00
2020-03-01,0.00,0.02
2020-04-01,0.08,0.57
2020-05-01,0.25,8.02
2020-06-01,12.32,25.09
2020-07-01,20.71,13.77
2020-08-01,10.84,1.28
2020-09-01,5.03,0.79
2020-10-01,1.31,1.11
2020-11-01,0.08,0.11
2020-12-01,0.01,0.01
2021-01-01,0.04,0.00
2021-02-01,0.08,0.00
2021-03-01,0.08,0.01
2021-04-01,0.01,0.12
2021-05-01,2.41,1.86
2021-06-01,4.89,7.39
2021-07-01,5.66,4.55
2021-08-01,2.72,6.79
2021-09-01,4.00,0.31
2021-10-01,0.04,0.01
2021-11-01,0.01,0.02
2021-12-01,0.01,0.00
2022-01-01,0.02,0.02
2022-02-01,0.03,0.00
2022-03-01,0.02,0.00
2022-04-01,0.05,0.04
2022-05-01,0.16,10.28
2022-06-01,19.75,39.08
2022-07-01,30.33,20.06
2022-08-01,25.30,5.53
2022-09-01,18.08,0.49
2022-10-01,11.47,0.04
2022-11-01,1.84,3.34
2022-12-01,0.10,0.01
2023-01-01,0.05,0.08
2023-02-01,0.08,0.00
2023-03-01,0.02,0.00
2023-04-01,0.07,0.02
2023-05-01,0.34,8.13
2023-06-01,2.07,14.41
2023-07-01,6.66,18.06
2023-08-01,3.21,11.02
2023-09-01,3.21,18.08
2023-10-01,0.05,3.84
2023-11-01,0.36,0.84
2023-12-01,0.01,0.02
2024-01-01,0.01,0.01
2024-02-01,0.02,0.03
2024-03-01,0.01,0.01
2024-04-01,4.12,7.54
2024-05-01,9.85,22.02
2024-06-01,27.50,56.37
2024-07-01,22.07,9.09
2024-08-01,23.51,29.32
2024-09-01,14.96,6.34
2024-10-01,8.75,14.58
2024-11-01,0.81,0.01
2024-12-01,0.04,0.02
2025-01-01,0.08,0.04
2025-02-01,0.01,0.00
2025-03-01,0.02,0.01
2025-04-01,0.07,0.05
2025-05-01,0.58,4.02
