Year,SCA,CCA
2014-07-01,42.62,68.42
2014-08-01,29.30,60.72
2014-09-01,24.66,71.53
2014-10-01,12.19,63.48
2014-11-01,7.13,68.04
2014-12-01,5.29,50.01
2015-01-01,4.74,30.59
2015-02-01,3.63,18.95
2015-03-01,2.79,27.26
2015-04-01,4.44,52.66
2015-05-01,21.75,69.25
2015-06-01,46.80,74.49
2015-07-01,48.37,76.07
2015-08-01,32.28,76.74
2015-09-01,29.74,60.30
2015-10-01,21.82,45.91
2015-11-01,5.51,55.61
2015-12-01,5.16,51.97
2016-01-01,4.74,27.52
2016-02-01,3.66,42.04
2016-03-01,3.03,8.48
2016-04-01,6.46,30.16
2016-05-01,7.10,40.38
2016-06-01,24.89,37.01
2016-07-01,29.84,67.47
2016-08-01,30.74,79.73
2016-09-01,22.29,46.23
2016-10-01,9.30,54.38
2016-11-01,6.02,43.26
2016-12-01,4.05,55.54
2017-01-01,3.26,41.31
2017-02-01,2.58,32.14
2017-03-01,3.07,32.44
2017-04-01,3.45,49.41
2017-05-01,34.99,60.05
2017-06-01,46.64,84.13
2017-07-01,46.23,52.28
2017-08-01,34.35,79.49
2017-09-01,35.17,67.01
2017-10-01,23.71,74.39
2017-11-01,9.62,55.60
2017-12-01,5.47,58.32
2018-01-01,5.29,30.88
2018-02-01,4.36,27.17
2018-03-01,4.42,37.71
2018-04-01,11.65,52.43
2018-05-01,20.25,55.41
2018-06-01,42.88,68.03
2018-07-01,48.89,43.53
2018-08-01,32.59,63.96
2018-09-01,26.09,73.39
2018-10-01,20.02,61.01
2018-11-01,8.08,56.54
2018-12-01,5.60,38.61
2019-01-01,5.40,32.34
2019-02-01,4.12,10.53
2019-03-01,3.30,32.14
2019-04-01,6.61,45.04
2019-05-01,19.82,58.51
2019-06-01,48.19,62.45
2019-07-01,48.90,72.37
2019-08-01,35.41,65.49
2019-09-01,26.04,63.35
2019-10-01,20.27,61.55
2019-11-01,8.44,64.27
2019-12-01,5.66,51.86
2020-01-01,5.54,36.49
2020-02-01,4.55,38.62
2020-03-01,3.97,34.88
2020-04-01,6.72,47.16
2020-05-01,19.95,52.15
2020-06-01,37.05,75.84
2020-07-01,56.07,66.12
2020-08-01,37.54,71.12
2020-09-01,31.54,54.83
2020-10-01,20.78,52.87
2020-11-01,6.71,52.53
2020-12-01,5.13,56.37
2021-01-01,5.55,30.93
2021-02-01,4.91,10.95
2021-03-01,3.33,5.48
2021-04-01,4.15,60.09
2021-05-01,14.58,50.95
2021-06-01,46.29,62.37
2021-07-01,40.51,61.48
2021-08-01,32.96,63.32
2021-09-01,23.77,60.13
2021-10-01,11.85,49.13
2021-11-01,6.64,44.46
2021-12-01,5.47,20.65
2022-01-01,4.03,42.02
2022-02-01,2.53,24.50
2022-03-01,4.15,53.33
2022-04-01,8.75,67.65
2022-05-01,37.01,52.08
2022-06-01,49.94,53.84
2022-07-01,51.02,77.24
2022-08-01,42.15,58.98
2022-09-01,28.73,59.80
2022-10-01,17.51,59.99
2022-11-01,6.71,40.79
2022-12-01,5.03,46.89
2023-01-01,4.10,45.57
2023-02-01,3.10,27.87
2023-03-01,3.11,46.47
2023-04-01,4.19,49.77
2023-05-01,26.28,65.92
2023-06-01,50.85,62.98
2023-07-01,54.33,72.08
2023-08-01,43.81,72.33
2023-09-01,29.66,69.75
2023-10-01,21.46,51.99
2023-11-01,9.35,74.67
2023-12-01,6.60,25.13
2024-01-01,5.32,21.89
2024-02-01,4.21,28.02
2024-03-01,4.45,42.82
2024-04-01,6.88,53.24
2024-05-01,53.26,54.92
2024-06-01,53.52,77.97
2024-07-01,60.73,43.85
2024-08-01,40.56,58.50
2024-09-01,28.75,79.05
2024-10-01,19.55,36.10
2024-11-01,9.09,67.59
2024-12-01,8.15,21.94
2025-01-01,5.06,14.04
2025-02-01,4.31,32.57
2025-03-01,5.14,41.36
2025-04-01,18.51,51.67
