Year,SCA,CCA
2009-04-01,38.64,64.62
2009-05-01,62.51,62.30
2009-06-01,70.42,42.22
2009-07-01,69.97,46.54
2009-08-01,62.00,58.52
2009-09-01,57.57,65.78
2009-10-01,50.61,69.04
2009-11-01,43.94,74.47
2009-12-01,40.51,70.39
2010-01-01,35.02,73.78
2010-02-01,36.31,62.47
2010-03-01,36.68,58.43
2010-04-01,42.05,59.87
2010-05-01,58.59,55.48
2010-06-01,66.90,52.29
2010-07-01,72.32,43.92
2010-08-01,66.32,51.86
2010-09-01,51.96,70.81
2010-10-01,46.28,70.54
2010-11-01,38.71,65.24
2010-12-01,31.77,74.64
2011-01-01,33.62,68.04
2011-02-01,32.78,50.42
2011-03-01,37.31,72.80
2011-04-01,47.70,65.26
2011-05-01,57.21,58.07
2011-06-01,62.78,43.70
2011-07-01,69.70,50.89
2011-08-01,63.88,40.71
2011-09-01,53.68,66.31
2011-10-01,44.18,62.96
2011-11-01,39.63,71.33
2011-12-01,33.15,51.65
2012-01-01,32.79,54.77
2012-02-01,33.21,47.77
2012-03-01,34.09,62.70
2012-04-01,43.10,54.43
2012-05-01,64.46,55.77
2012-06-01,67.07,52.86
2012-07-01,66.00,60.74
2012-08-01,68.21,53.55
2012-09-01,56.21,64.34
2012-10-01,49.49,67.73
2012-11-01,40.30,67.68
2012-12-01,36.49,68.91
2013-01-01,32.55,52.40
2013-02-01,33.16,39.68
2013-03-01,33.99,41.37
2013-04-01,39.27,55.95
2013-05-01,56.30,60.05
2013-06-01,65.62,59.78
2013-07-01,69.33,36.44
2013-08-01,67.27,54.17
2013-09-01,60.06,42.02
2013-10-01,44.21,68.51
2013-11-01,43.26,63.60
2013-12-01,32.76,71.83
2014-01-01,24.22,75.46
2014-02-01,33.31,59.26
2014-03-01,37.22,64.74
2014-04-01,41.03,44.57
2014-05-01,59.76,47.24
2014-06-01,66.61,47.51
2014-07-01,70.49,51.38
2014-08-01,58.52,58.81
2014-09-01,47.11,53.96
2014-10-01,43.55,58.86
2014-11-01,45.53,71.64
2014-12-01,34.31,74.51
2015-01-01,32.62,51.44
2015-02-01,32.42,54.62
2015-03-01,35.61,64.56
2015-04-01,39.42,51.99
2015-05-01,52.37,59.30
2015-06-01,62.98,53.08
2015-07-01,67.70,53.56
2015-08-01,67.73,53.65
2015-09-01,58.78,58.10
2015-10-01,47.51,54.25
2015-11-01,39.13,67.96
2015-12-01,36.15,64.43
2016-01-01,32.78,45.77
2016-02-01,32.98,61.96
2016-03-01,33.67,49.01
2016-04-01,40.62,35.95
2016-05-01,39.69,10.42
2016-06-01,50.53,40.01
2016-07-01,53.04,37.49
2016-08-01,53.15,46.39
2016-09-01,43.93,51.13
2016-10-01,41.16,57.52
2016-11-01,34.24,68.33
2016-12-01,18.22,74.71
2017-01-01,24.17,74.90
2017-02-01,31.96,61.90
2017-03-01,32.60,41.75
2017-04-01,35.32,53.67
2017-05-01,46.31,43.42
2017-06-01,74.19,44.51
2017-07-01,65.64,57.21
2017-08-01,58.06,62.48
2017-09-01,53.36,72.10
2017-10-01,44.09,69.40
2017-11-01,38.02,55.49
2017-12-01,34.00,68.85
2018-01-01,27.28,72.61
2018-02-01,32.28,65.45
2018-03-01,40.13,63.49
2018-04-01,49.89,64.79
2018-05-01,48.83,47.60
2018-06-01,68.62,40.76
2018-07-01,73.32,37.57
2018-08-01,62.90,59.70
2018-09-01,50.76,56.64
2018-10-01,43.79,51.43
2018-11-01,37.97,65.81
2018-12-01,33.80,71.62
2019-01-01,35.50,67.93
2019-02-01,33.48,64.26
2019-03-01,34.06,55.88
2019-04-01,39.14,56.71
2019-05-01,52.46,41.21
2019-06-01,66.82,43.53
2019-07-01,67.59,46.12
2019-08-01,61.63,46.57
2019-09-01,59.41,50.32
2019-10-01,45.88,58.11
2019-11-01,41.59,68.44
2019-12-01,32.85,72.63
2020-01-01,31.55,75.46
2020-02-01,31.89,55.41
2020-03-01,33.44,60.55
2020-04-01,38.02,50.05
2020-05-01,49.21,47.66
2020-06-01,70.77,39.44
2020-07-01,73.56,35.47
2020-08-01,65.68,63.90
2020-09-01,56.20,66.54
2020-10-01,48.38,66.07
2020-11-01,36.24,67.35
2020-12-01,29.45,72.25
2021-01-01,33.58,65.08
2021-02-01,31.17,38.11
2021-03-01,33.54,45.46
2021-04-01,36.55,54.67
2021-05-01,48.52,50.60
2021-06-01,66.12,48.36
2021-07-01,65.80,62.26
2021-08-01,57.20,53.56
2021-09-01,52.29,57.20
2021-10-01,43.14,64.91
2021-11-01,35.34,64.65
2021-12-01,31.81,50.46
2022-01-01,31.46,57.73
2022-02-01,31.50,56.89
2022-03-01,36.83,68.13
2022-04-01,43.19,63.14
2022-05-01,54.45,49.79
2022-06-01,71.25,34.60
2022-07-01,73.56,41.98
2022-08-01,67.06,57.06
2022-09-01,58.52,58.47
2022-10-01,47.44,72.13
2022-11-01,37.77,61.97
2022-12-01,33.25,72.43
2023-01-01,32.25,57.47
2023-02-01,26.07,74.18
2023-03-01,45.53,63.98
2023-04-01,43.54,57.25
2023-05-01,54.02,56.49
2023-06-01,68.45,47.38
2023-07-01,77.21,30.33
2023-08-01,65.59,55.14
2023-09-01,60.36,58.30
2023-10-01,48.20,63.57
2023-11-01,43.30,70.11
2023-12-01,37.01,57.92
2024-01-01,22.51,76.53
2024-02-01,32.49,58.49
2024-03-01,39.21,73.61
2024-04-01,50.23,52.86
2024-05-01,69.38,25.51
2024-06-01,69.92,45.69
2024-07-01,70.52,52.10
2024-08-01,64.00,47.38
2024-09-01,59.61,67.74
2024-10-01,38.65,71.77
2024-11-01,38.38,69.70
2024-12-01,33.79,53.07
2025-01-01,32.15,68.31
2025-02-01,35.85,67.91
2025-03-01,35.18,60.67
2025-04-01,41.06,41.41
