Year,SCA,CCA
2010-04-01,10.45,51.30
2010-05-01,31.90,65.74
2010-06-01,48.72,76.84
2010-07-01,69.04,70.85
2010-08-01,58.69,65.53
2010-09-01,51.60,77.03
2010-10-01,35.55,67.62
2010-11-01,8.92,58.68
2010-12-01,7.56,69.33
2011-01-01,3.83,39.85
2011-02-01,2.96,32.12
2011-03-01,4.38,68.51
2011-04-01,10.18,65.51
2011-05-01,26.56,63.86
2011-06-01,52.98,69.17
2011-07-01,68.90,71.29
2011-08-01,59.79,68.50
2011-09-01,48.57,80.38
2011-10-01,34.30,55.65
2011-11-01,8.68,70.60
2011-12-01,5.69,36.70
2012-01-01,3.58,30.29
2012-02-01,1.99,64.37
2012-03-01,2.25,41.07
2012-04-01,4.83,53.83
2012-05-01,28.03,85.31
2012-06-01,58.32,66.48
2012-07-01,67.62,70.16
2012-08-01,53.58,64.01
2012-09-01,41.99,63.49
2012-10-01,32.13,74.04
2012-11-01,8.33,54.17
2012-12-01,5.34,85.51
2013-01-01,3.82,18.24
2013-02-01,2.16,42.35
2013-03-01,2.32,42.59
2013-04-01,3.76,46.84
2013-05-01,36.67,72.47
2013-06-01,54.17,80.11
2013-07-01,58.98,55.23
2013-08-01,59.79,80.60
2013-09-01,41.93,55.03
2013-10-01,30.20,50.98
2013-11-01,8.81,68.14
2013-12-01,4.03,40.30
2014-01-01,3.72,48.89
2014-02-01,2.07,28.01
2014-03-01,4.22,53.76
2014-04-01,12.83,54.38
2014-05-01,27.87,67.48
2014-06-01,66.09,70.93
2014-07-01,59.15,72.96
2014-08-01,40.73,71.33
2014-09-01,27.37,81.03
2014-10-01,14.13,69.92
2014-11-01,11.68,77.44
2014-12-01,4.43,55.18
2015-01-01,2.80,41.94
2015-02-01,2.14,18.21
2015-03-01,2.20,41.98
2015-04-01,5.07,47.70
2015-05-01,29.50,75.12
2015-06-01,62.12,71.13
2015-07-01,68.76,81.18
2015-08-01,57.51,75.18
2015-09-01,46.93,61.34
2015-10-01,34.75,57.39
2015-11-01,7.13,63.10
2015-12-01,5.48,64.49
2016-01-01,3.15,29.11
2016-02-01,2.28,54.75
2016-03-01,1.98,12.02
2016-04-01,7.65,34.48
2016-05-01,9.34,47.46
2016-06-01,29.96,49.29
2016-07-01,38.22,70.00
2016-08-01,48.90,84.90
2016-09-01,34.16,42.12
2016-10-01,14.83,62.49
2016-11-01,5.32,52.38
2016-12-01,2.59,68.74
2017-01-01,1.78,64.18
2017-02-01,1.62,35.13
2017-03-01,1.98,43.44
2017-04-01,3.63,50.53
2017-05-01,32.68,72.27
2017-06-01,69.24,86.59
2017-07-01,67.99,68.60
2017-08-01,46.70,88.42
2017-09-01,51.22,76.00
2017-10-01,34.55,78.86
2017-11-01,12.45,60.48
2017-12-01,6.80,66.08
2018-01-01,3.61,41.68
2018-02-01,2.65,34.13
2018-03-01,4.14,56.05
2018-04-01,18.97,67.39
2018-05-01,28.82,65.72
2018-06-01,58.75,74.43
2018-07-01,65.27,49.65
2018-08-01,52.85,65.34
2018-09-01,37.22,87.27
2018-10-01,33.95,73.15
2018-11-01,11.12,66.51
2018-12-01,5.55,45.77
2019-01-01,4.29,39.51
2019-02-01,2.78,14.15
2019-03-01,2.35,35.56
2019-04-01,7.24,53.63
2019-05-01,23.58,55.65
2019-06-01,64.56,67.28
2019-07-01,62.63,79.52
2019-08-01,52.92,68.11
2019-09-01,41.47,69.15
2019-10-01,30.85,66.75
2019-11-01,9.46,75.50
2019-12-01,6.03,61.93
2020-01-01,3.93,36.80
2020-02-01,2.72,37.99
2020-03-01,2.73,42.46
2020-04-01,8.27,55.37
2020-05-01,30.37,60.18
2020-06-01,56.45,73.98
2020-07-01,73.42,75.74
2020-08-01,58.20,76.79
2020-09-01,49.49,58.51
2020-10-01,36.88,57.38
2020-11-01,9.44,57.54
2020-12-01,6.51,66.41
2021-01-01,3.53,38.89
2021-02-01,2.75,14.16
2021-03-01,1.94,10.83
2021-04-01,4.50,74.07
2021-05-01,18.82,48.65
2021-06-01,57.34,65.61
2021-07-01,55.35,66.91
2021-08-01,45.48,72.00
2021-09-01,35.88,76.25
2021-10-01,14.32,57.52
2021-11-01,6.10,46.55
2021-12-01,3.27,24.84
2022-01-01,2.45,46.45
2022-02-01,1.51,37.69
2022-03-01,3.51,59.14
2022-04-01,10.41,74.13
2022-05-01,40.79,57.54
2022-06-01,69.56,55.35
2022-07-01,72.62,86.23
2022-08-01,68.59,70.52
2022-09-01,43.12,71.94
2022-10-01,30.88,67.78
2022-11-01,7.77,51.93
2022-12-01,3.87,60.37
2023-01-01,2.16,44.95
2023-02-01,1.78,37.81
2023-03-01,2.66,45.98
2023-04-01,4.49,49.87
2023-05-01,36.21,74.37
2023-06-01,65.31,69.70
2023-07-01,75.97,74.75
2023-08-01,60.13,84.76
2023-09-01,51.22,69.64
2023-10-01,38.73,54.35
2023-11-01,18.57,80.86
2023-12-01,7.95,43.21
2024-01-01,4.34,30.38
2024-02-01,2.71,28.60
2024-03-01,5.07,58.34
2024-04-01,10.84,55.37
2024-05-01,62.21,57.69
2024-06-01,65.26,83.70
2024-07-01,70.70,50.22
2024-08-01,55.35,71.83
2024-09-01,31.89,91.55
2024-10-01,32.09,40.41
2024-11-01,14.58,76.27
2024-12-01,7.83,32.08
2025-01-01,3.83,34.95
2025-02-01,3.28,38.07
2025-03-01,3.45,44.07
2025-04-01,16.38,57.15
2025-05-01,58.11,81.07
