Year,SCA,CCA
2022-02-01,1.20,29.14
2022-03-01,2.91,36.47
2022-04-01,8.82,38.45
2022-05-01,17.06,31.19
2022-06-01,30.60,24.68
2022-07-01,37.32,24.20
2022-08-01,20.51,32.34
2022-09-01,8.17,30.62
2022-10-01,3.86,38.38
2022-11-01,0.87,32.46
2022-12-01,1.31,34.17
2023-01-01,0.90,32.43
2023-02-01,5.03,38.99
2023-03-01,10.97,34.80
2023-04-01,7.90,33.22
2023-05-01,23.24,31.21
2023-06-01,24.48,30.44
2023-07-01,37.76,21.17
2023-08-01,18.63,30.11
2023-09-01,22.34,30.69
2023-10-01,6.25,35.37
2023-11-01,5.30,34.68
2023-12-01,2.19,33.96
2024-01-01,1.91,39.66
2024-02-01,1.89,33.89
2024-03-01,7.04,34.41
2024-04-01,18.31,32.04
2024-05-01,28.15,17.68
2024-06-01,29.73,21.53
2024-07-01,29.19,34.10
2024-08-01,17.98,30.72
2024-09-01,20.98,36.26
2024-10-01,6.41,40.19
2024-11-01,2.90,34.75
2024-12-01,1.01,28.10
2025-01-01,1.95,36.69
2025-02-01,4.60,36.09
2025-03-01,4.33,30.77
2025-04-01,8.09,24.12
