Year,SCA,CCA
2006-07-01,73.92,70.47
2006-08-01,64.04,60.07
2006-09-01,32.16,62.27
2006-10-01,15.99,63.18
2006-11-01,9.07,53.50
2006-12-01,3.90,72.89
2007-01-01,2.34,35.01
2007-02-01,1.94,34.78
2007-03-01,1.57,38.27
2007-04-01,7.87,49.09
2007-05-01,25.99,47.02
2007-06-01,73.54,70.97
2007-07-01,69.26,54.44
2007-08-01,49.39,51.06
2007-09-01,36.49,54.59
2007-10-01,20.35,62.06
2007-11-01,7.62,48.54
2007-12-01,3.10,52.07
2008-01-01,1.83,29.23
2008-02-01,0.97,23.44
2008-03-01,0.84,7.03
2008-04-01,9.54,43.73
2008-05-01,26.01,55.62
2008-06-01,50.82,55.12
2008-07-01,52.65,63.01
2008-08-01,69.37,60.22
2008-09-01,35.07,48.79
2008-10-01,15.17,52.30
2008-11-01,5.42,45.71
2008-12-01,2.17,27.85
2009-01-01,0.94,33.03
2009-02-01,0.87,57.19
2009-03-01,1.59,37.03
2009-04-01,3.05,50.34
2009-05-01,29.49,62.60
2009-06-01,44.98,45.69
2009-07-01,48.64,51.90
2009-08-01,41.74,70.75
2009-09-01,25.49,49.24
2009-10-01,16.21,56.27
2009-11-01,8.93,74.86
2009-12-01,4.57,55.69
2010-01-01,4.65,59.01
2010-02-01,2.30,44.14
2010-03-01,1.93,34.86
2010-04-01,6.60,46.88
2010-05-01,23.57,49.74
2010-06-01,43.05,63.56
2010-07-01,84.95,55.78
2010-08-01,65.10,48.64
2010-09-01,42.09,66.36
2010-10-01,19.23,62.24
2010-11-01,6.32,46.69
2010-12-01,3.63,45.60
2011-01-01,1.86,34.82
2011-02-01,1.24,35.53
2011-03-01,2.81,56.66
2011-04-01,5.79,46.69
2011-05-01,22.66,49.83
2011-06-01,39.35,56.99
2011-07-01,58.91,69.24
2011-08-01,46.40,56.95
2011-09-01,30.86,68.96
2011-10-01,15.83,46.07
2011-11-01,6.29,50.57
2011-12-01,2.46,27.29
2012-01-01,0.98,24.34
2012-02-01,1.32,59.35
2012-03-01,0.92,38.70
2012-04-01,3.48,36.42
2012-05-01,31.27,76.49
2012-06-01,50.79,52.49
2012-07-01,66.11,59.28
2012-08-01,48.46,61.72
2012-09-01,28.73,47.35
2012-10-01,14.93,59.85
2012-11-01,5.67,37.33
2012-12-01,2.55,67.72
2013-01-01,1.67,18.67
2013-02-01,0.82,43.20
2013-03-01,0.97,36.25
2013-04-01,3.50,49.08
2013-05-01,24.87,45.23
2013-06-01,37.92,62.10
2013-07-01,56.15,51.64
2013-08-01,60.40,71.64
2013-09-01,33.70,51.28
2013-10-01,13.56,39.90
2013-11-01,5.22,55.57
2013-12-01,2.04,31.99
2014-01-01,1.46,33.70
2014-02-01,0.82,26.29
2014-03-01,2.33,34.88
2014-04-01,7.33,48.05
2014-05-01,24.24,56.19
2014-06-01,52.45,62.84
2014-07-01,41.71,58.41
2014-08-01,30.60,66.61
2014-09-01,19.90,60.40
2014-10-01,9.85,57.57
2014-11-01,8.60,60.12
2014-12-01,3.21,45.87
2015-01-01,1.29,31.51
2015-02-01,0.92,18.71
2015-03-01,1.27,41.79
2015-04-01,7.02,47.06
2015-05-01,23.95,71.31
2015-06-01,43.17,58.44
2015-07-01,52.01,66.17
2015-08-01,36.38,69.31
2015-09-01,26.49,46.62
2015-10-01,15.45,53.16
2015-11-01,5.22,48.26
2015-12-01,2.38,51.92
2016-01-01,1.13,29.41
2016-02-01,0.87,40.90
2016-03-01,0.66,16.77
2016-04-01,5.69,31.61
2016-05-01,6.05,52.49
2016-06-01,16.53,33.86
2016-07-01,31.76,54.87
2016-08-01,34.11,73.22
2016-09-01,20.00,35.44
2016-10-01,7.90,42.13
2016-11-01,2.56,35.67
2016-12-01,1.06,59.06
2017-01-01,0.87,46.92
2017-02-01,0.57,35.83
2017-03-01,0.66,38.00
2017-04-01,2.42,40.92
2017-05-01,22.52,60.00
2017-06-01,72.19,63.19
2017-07-01,65.90,66.94
2017-08-01,45.74,68.58
2017-09-01,34.18,60.11
2017-10-01,16.81,67.63
2017-11-01,9.59,40.92
2017-12-01,3.50,45.86
2018-01-01,1.51,35.30
2018-02-01,0.91,28.86
2018-03-01,4.00,53.41
2018-04-01,17.83,64.40
2018-05-01,22.82,58.31
2018-06-01,52.31,65.93
2018-07-01,69.71,44.89
2018-08-01,38.55,59.16
2018-09-01,24.18,73.71
2018-10-01,15.92,54.98
2018-11-01,6.37,51.41
2018-12-01,2.44,34.78
2019-01-01,1.97,32.86
2019-02-01,1.13,17.71
2019-03-01,0.87,21.42
2019-04-01,4.41,46.59
2019-05-01,17.66,52.73
2019-06-01,63.01,53.71
2019-07-01,64.46,63.41
2019-08-01,38.99,57.62
2019-09-01,28.14,53.03
2019-10-01,14.99,49.24
2019-11-01,5.73,57.30
2019-12-01,2.50,52.56
2020-01-01,1.26,30.11
2020-02-01,1.11,30.08
2020-03-01,1.19,36.97
2020-04-01,5.95,51.90
2020-05-01,25.57,54.03
2020-06-01,46.62,58.67
2020-07-01,76.04,67.84
2020-08-01,55.55,68.87
2020-09-01,33.28,47.33
2020-10-01,17.12,51.84
2020-11-01,5.68,44.42
2020-12-01,2.84,43.88
2021-01-01,1.39,32.90
2021-02-01,0.82,10.92
2021-03-01,0.69,19.01
2021-04-01,5.30,62.35
2021-05-01,14.01,43.56
2021-06-01,40.21,57.51
2021-07-01,41.48,64.86
2021-08-01,34.88,63.00
2021-09-01,20.19,59.25
2021-10-01,8.56,46.81
2021-11-01,3.34,34.80
2021-12-01,1.20,16.12
2022-01-01,0.84,24.70
2022-02-01,0.52,22.40
2022-03-01,2.66,51.98
2022-04-01,7.62,60.33
2022-05-01,29.60,43.16
2022-06-01,50.41,43.38
2022-07-01,78.14,65.74
2022-08-01,55.00,63.16
2022-09-01,29.53,66.89
2022-10-01,15.42,60.46
2022-11-01,4.28,44.87
2022-12-01,1.66,51.09
2023-01-01,0.71,38.58
2023-02-01,0.85,28.26
2023-03-01,1.54,41.40
2023-04-01,2.92,34.46
2023-05-01,28.20,66.60
2023-06-01,51.10,57.93
2023-07-01,76.71,63.67
2023-08-01,44.19,72.91
2023-09-01,33.34,52.16
2023-10-01,21.29,45.28
2023-11-01,12.53,61.30
2023-12-01,4.00,32.16
2024-01-01,1.66,24.16
2024-02-01,0.98,24.26
2024-03-01,4.88,59.94
2024-04-01,11.08,43.20
2024-05-01,45.80,48.31
2024-06-01,55.47,75.19
2024-07-01,71.18,50.33
2024-08-01,41.23,59.38
2024-09-01,23.63,72.73
2024-10-01,17.12,27.87
2024-11-01,8.41,66.49
2024-12-01,3.22,23.55
2025-01-01,1.50,38.77
2025-02-01,1.24,28.18
2025-03-01,1.86,31.20
2025-04-01,9.69,45.70
2025-05-01,39.94,62.06
